2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,1132084
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,218940152
2010,Trust Funds,Trust,Trust Funds:Trust,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,7923252
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,6161954
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,1245579
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,SHERIFF,Public Protection:SHERIFF,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,118800
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,SALARIES,Expense:SALARIES,2971375
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,5092226
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,SALARIES,Expense:SALARIES,542764
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,23262864
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,POLICE,Public Protection:POLICE,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,958170
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,105433
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN RIGHTS COMMISSION,Human Welfare:HUMAN RIGHTS COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1316820
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,DEBT SERVICE,Expense:DEBT SERVICE,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,22870211
2010,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,160355
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,5915443
2010,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,365826
2010,General Funds,General,General Funds:General,Administration and Finance,CITY ATTORNEY,Administration and Finance:CITY ATTORNEY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,132441
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,51378000
2010,General Funds,General,General Funds:General,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,2468804
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,6099090
2010,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,890726
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,772510
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,189306758
2010,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,6910720
2010,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,5160792
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,0
2010,General Funds,General,General Funds:General,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,300000
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,139456
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,5304270
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,50000
2010,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,2476494
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,800000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,OVERHEAD,Expense:OVERHEAD,1754653
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,2219184
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,263000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,298826
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,21661763
2010,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,32863379
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,46429474
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,84315758
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,1600000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,410557
2010,General Funds,General,General Funds:General,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,SALARIES,Expense:SALARIES,23515723
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,330000
2010,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,366773
2010,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,14115640
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,2416134
2010,Trust Funds,Trust,Trust Funds:Trust,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,3352982
2010,General Funds,General,General Funds:General,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1045912
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1203462
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,SALARIES,Expense:SALARIES,123448961
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,AID PAYMENTS,Expense:AID PAYMENTS,256637863
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,1902317
2010,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1311021
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,6498851
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,2181395
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,3200
2010,General Funds,General,General Funds:General,Administration and Finance,ELECTIONS,Administration and Finance:ELECTIONS,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,1154000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,60900
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,51835191
2010,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,OVERHEAD,Expense:OVERHEAD,3891114
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,53123982
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,MAYOR,Administration and Finance:MAYOR,Expense,SALARIES,Expense:SALARIES,378876
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,22679943
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,65000
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,3230441
2010,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,3615675
2010,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,1934092
2010,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,389000
2010,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,20000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,21764757
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,CONTRIBUTIONS(RETIREMENT;HSS;HLTH CARE),Revenue:CONTRIBUTIONS(RETIREMENT;HSS;HLTH CARE),0
2010,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,2413293
2010,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,22701568
2010,General Funds,General,General Funds:General,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,2354685
2010,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,3037980
2010,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,84843
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,8808200
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,199000142
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,395000
2010,General Funds,General,General Funds:General,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Expense,SALARIES,Expense:SALARIES,5732830
2010,General Funds,General,General Funds:General,Administration and Finance,BOARD OF SUPERVISORS,Administration and Finance:BOARD OF SUPERVISORS,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,310250
2010,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,5055042
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Revenue,PROPERTY TAXES,Revenue:PROPERTY TAXES,34237000
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,109058
2010,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,5387293
2010,General Funds,General,General Funds:General,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,13145445
